TimeStamp(ms),Temperature(*C),Pressure(Pa),Altitude(m),AccelX(m/s^2),AccelY(m/s^2),AccelZ(m/s^2),MagX(uT),MagY(uT),MagZ(uT),GyroX(rad/s),GyroY(rad/s),GyroZ(rad/s),OriPitch,OriRoll,OriHeading,Latitude,Longitude,Altitude(m),Speed(m/s),Voltage(V)
1835834,28.37,101202.6406,-4373.1211,9.4144,0.4707,0.5884,63.4545,-29.2727,-19.4898,4.6337,3.6035,-2.3798,38.6598,-85.4239,15.5231,-37.5495,175.2624,21.8,0.01,4.0799
1836835,28.36,101203.7891,-4373.2261,9.5321,0.5492,0.5884,63.3636,-29.0909,-19.1837,3.9499,2.7121,-0.0136,43.0251,-85.1735,11.8175,-37.5495,175.2624,21.8,0,4.0992
1837836,28.37,101204.6406,-4373.3037,9.4928,0.4707,0.5492,63.2727,-29.3636,-19.2857,3.3094,1.7665,-1.9178,40.6013,-85.6428,14.2157,-37.5495,175.2624,21.8,0.01,4.0863
1838837,28.36,101201.9688,-4373.0596,9.5321,0.4707,0.4707,63.5455,-29.8182,-19.3878,2.4114,0.5938,0.3783,45,-86.0051,10.6725,-37.5495,175.2624,21.8,0.01,4.0992
1839838,28.37,101205.1875,-4373.354,9.4536,0.4707,0.5492,63.2727,-29.3636,-19.3878,1.6774,-0.445,-1.7058,40.6013,-85.6248,14.0888,-37.5495,175.2624,21.8,0.01,4.0928
1840839,28.37,101204.4766,-4373.2891,9.4928,0.5492,0.7061,63.4545,-30,-20.102,1.1686,-1.0658,0.4907,37.875,-84.617,15.794,-37.5495,175.2624,21.8,0,4.0928
1841840,28.37,101202.1406,-4373.0752,9.4144,0.5492,0.5884,63.4545,-29.5455,-20.4082,0.514,-2.032,0.6017,43.0251,-85.1135,10.7672,-37.5495,175.2624,21.8,0,4.0928
1842841,28.38,101205.5313,-4373.3853,9.4536,0.5492,0.6276,63.4545,-29.1818,-19.2857,-0.3326,-3.1605,-1.4247,41.1859,-84.9586,13.3014,-37.5495,175.2624,21.8,0,4.0928
1843842,28.38,101203.0313,-4373.1567,9.5321,0.5492,0.7061,63.6364,-29.8182,-19.7959,-1.077,-4.1449,0.739,37.875,-84.639,15.9883,-37.5495,175.2624,21.8,0.01,4.0799
1844843,28.37,101202.3125,-4373.0908,9.4928,0.4707,0.5884,63.5455,-29.4545,-20,-1.8072,4.7715,-1.2285,38.6598,-85.4615,15.0995,-37.5495,175.2624,21.8,0.01,4.0928
1845844,28.37,101204.0156,-4373.2471,9.4928,0.4707,0.4707,63.4545,-30,-20.102,-2.6843,4.4225,0.6478,45,-85.9886,9.9786,-37.5495,175.2624,21.8,0,4.0928
1846845,28.38,101200.6875,-4372.9424,9.4536,0.5099,0.6669,63.9091,-30,-19.7959,-3.319,3.3013,0.4812,37.4054,-84.9254,16.6529,-37.5495,175.2624,21.8,0,4.0799
1847846,28.39,101201.8828,-4373.0508,9.4144,0.4315,0.4707,63.5455,-29.3636,-19.5918,-3.9932,2.3053,-1.4952,42.5104,-86.1197,12.316,-37.5495,175.2624,21.8,0.01,4.0863
1848847,28.38,101203.1953,-4373.1724,9.4536,0.5492,0.5884,63.5455,-29.3636,-19.3878,-4.9008,1.3102,0.4979,43.0251,-85.1337,11.7872,-37.5495,175.2624,21.8,0.01,4.0992
1849848,28.38,101204.875,-4373.3257,9.4536,0.4707,0.5492,63.3636,-29.8182,-20.3061,4.366,0.2984,-1.6301,40.6013,-85.6248,13.4016,-37.5495,175.2624,21.8,0,4.0928
1850849,28.38,101198.8672,-4372.7754,9.4536,0.5492,0.5492,63.4545,-29.9091,-20.5102,3.6818,-0.2753,0.0869,45,-85.3035,9.268,-37.5495,175.2624,21.8,0.01,4.0863
1851850,28.38,101199.375,-4372.8218,9.5321,0.4707,0.5492,0,0,0,-1.8228,0.1348,0.2188,40.6013,-85.6606,0,-37.5495,175.2624,21.8,0.01,4.0863
1852851,28.4,101203.4375,-4373.1938,9.4536,0.4707,0.5099,63.1818,-30,-20.3061,-1.7903,-3.2852,-1.8799,42.7094,-85.8015,11.7394,-37.5495,175.2624,21.8,0.01,4.0863
1853852,28.39,101201.4219,-4373.0093,9.4928,0.4707,0.6276,63.6364,-29.9091,-20.3061,1.7081,-3.1095,0.3344,36.8699,-85.2755,16.631,-37.5495,175.2624,21.8,0.01,4.0928
1854853,28.39,101202.0938,-4373.0703,9.4928,0.4315,0.6669,63.4545,-29.9091,-20.3061,1.133,-3.781,0.5844,32.9052,-85.2171,20.1012,-37.5495,175.2624,21.8,0.01,4.0928
1855854,28.4,101200.9375,-4372.9653,9.4928,0.5099,0.5099,63.4545,-29.3636,-20.3061,0.4665,-4.8251,1.0038,45,-85.6556,9.1354,-37.5495,175.2624,21.8,0.01,4.0928
1856855,28.4,101199.6016,-4372.8428,9.4928,0.4315,0.4707,63.4545,-30,-20.102,-0.1173,4.2527,1.2692,42.5104,-86.1516,12.2568,-37.5495,175.2624,21.8,0.01,4.0863
1857856,28.39,101201.2578,-4372.9941,9.4536,0.4315,0.4707,63.6364,-29.7273,-20.8163,-0.3502,3.4152,1.5395,42.5104,-86.1357,11.1979,-37.5495,175.2624,21.8,0.01,4.0863
1858857,28.39,101201.7578,-4373.04,9.4928,0.4707,0.6669,63.2727,-30,-20.4082,-1.0881,2.3074,-0.5356,35.2176,-85.0854,17.9746,-37.5495,175.2624,21.8,0.01,4.0928
1859858,28.4,101204.7656,-4373.3159,9.4536,0.5099,0.6276,63.5455,-29.5455,-20.6122,-1.7978,1.3294,-0.5119,39.0939,-85.1107,13.9728,-37.5495,175.2624,21.8,0,4.0799
1860859,28.4,101201.1016,-4372.9795,9.5321,0.4707,0.4315,63.6364,-29.8182,-19.6939,-2.5087,0.3123,-0.4743,47.4896,-86.1674,8.1214,-37.5495,175.2624,21.8,0.01,4.0928
1861860,28.4,101201.6016,-4373.0254,9.4928,0.4707,0.4707,63.5455,-29.2727,-20.4082,-2.9913,-0.6695,2.0934,45,-85.9886,9.0195,-37.5495,175.2624,21.8,0.01,4.0928
1862861,28.4,101201.2656,-4372.9951,9.5713,0.5492,0.6669,63.3636,-29.9091,-20.5102,-3.8801,-1.7543,2.3821,39.4725,-84.8426,13.9683,-37.5495,175.2624,21.8,0.01,4.0992
1863862,28.41,101203.2891,-4373.1802,9.4536,0.4707,0.5884,63.4545,-29.8182,-20.3061,-4.5557,-2.6507,2.5336,38.6598,-85.4428,15.0506,-37.5495,175.2624,21.8,0,4.0928
1864863,28.41,101202.125,-4373.0737,9.4536,0.3923,0.5099,63.3636,-29.8182,-20.3061,4.7215,-3.7393,2.5517,37.5686,-86.1067,16.2944,-37.5495,175.2624,21.8,0,4.0863
1865864,28.42,101203.8438,-4373.231,9.5321,0.4707,0.6276,63.5455,-29.7273,-20.6122,4.0641,-4.6435,2.6127,36.8699,-85.2949,16.1478,-37.5495,175.2624,21.8,0,4.0799
1866865,28.41,101203.9531,-4373.2412,9.4928,0.4315,0.5099,63.5455,-30,-20.3061,3.3474,4.2388,0.5021,40.2364,-85.9748,13.997,-37.5495,175.2624,21.8,0.01,4.0799
1867866,28.41,98719.9531,-4143.4624,20.0056,-3.1774,11.2973,63.8182,-33.4545,-13.4694,-0.7909,2.6487,2.472,-15.7086,-59.6035,45.1519,-37.5495,175.2624,21.8,0,4.0863
1868867,28.41,100360.2656,-4295.7139,20.0056,0.8238,4.7072,62.1818,10.6364,-17.6531,0.6797,-3.1542,2.0582,9.9262,-76.5655,-24.5663,-37.5495,175.2624,21.8,0.01,4.0928
1869868,28.42,98770.1406,-4148.1514,-5.7271,2.3536,-3.0989,63,-24.8182,-27.1429,-2.3445,-4.1029,2.0818,142.7836,55.8053,-41.5178,-37.5495,175.2624,21.8,24.47,4.0799
1870869,28.4,97136.5938,-3994.5422,-10.3558,3.9619,-1.216,0,0,0,-0.7665,-2.2842,4.5067,107.0629,68.1892,0,-37.5496,175.2623,21.6,26.28,4.0799
1871870,28.39,95711.9531,-3858.8594,-8.3945,3.1774,-0.7453,59.9091,18.8182,-6.3265,4.3477,2.9486,1.5182,103.2011,68.755,-2.6563,-37.5498,175.2622,21.4,28.71,4.0928
1872871,28.39,94483.3906,-3740.5325,-5.9232,0.863,0.0392,62.3636,-31.0909,-23.2653,-2.5859,4.6896,-2.5346,87.3974,81.7022,-136.219,-37.5501,175.262,21.1,34.46,4.0799
1873872,28.38,93423.7656,-3637.4712,-4.158,1.0983,-1.8829,57.7273,5.6364,20.4082,0.3735,4.1837,-2.2205,149.7436,62.3345,47.8683,-37.5504,175.2619,21,35.02,4.0863
1874873,28.4,92514.8203,-3548.3079,-3.4912,-0.5099,-0.9807,62.3636,-23.5455,-30.5102,-4.9141,2.9743,1.4679,-152.5256,72.4319,-7.0641,-37.5502,175.2616,21,29.64,4.0992
1875874,28.38,91740.125,-3471.7534,-2.6674,1.1376,0.1569,57.8182,17,10.102,-0.1185,2.7953,4.412,82.1467,66.7077,10.9823,-37.5504,175.2619,21.1,17.19,4.0928
1876875,28.39,91106.5469,-3408.7532,-1.9221,0.9022,-0.3138,58.6364,-34.7273,8.0612,-3.9283,1.4467,2.0322,109.179,63.5739,-146.1053,-37.5501,175.2614,21.1,9.99,4.0863
1877876,28.38,90580.4219,-3356.167,-1.5691,0.7453,-0.0785,60.1818,-18.2727,-36.2245,4.195,-0.0619,-1.7964,96.009,64.4697,-71.1373,-37.5501,175.2617,39.2,16.52,4.0928
1878877,28.37,90172.4766,-3315.2236,-1.0591,0.3138,-0.3138,56,21.4545,-21.5306,3.7979,0.6889,-1.1185,135,67.265,-0.062,-37.5501,175.2617,39.2,16.52,4.0863
1879878,28.38,89875.9453,-3285.3669,-0.7845,0.4707,-0.1961,48.2727,27.8182,15,-3.0746,2.1057,2.713,112.6199,56.9761,29.7184,-37.5501,175.2617,39.2,16.52,4.0928
1880879,28.39,89676.8906,-3265.2803,-0.8238,0.353,0.1177,36,9.3636,41.6327,4.8778,-0.5134,4.881,71.565,65.6887,46.2996,-37.5488,175.2605,931.4,18.14,4.0992
1881880,28.38,89588.8203,-3256.3821,-0.8238,0.2746,-0.0392,12,-17.1818,51.3265,-3.6806,-0.0322,0.8653,98.1301,71.3907,111.6147,-37.5487,175.2602,1002.8,21.59,4.0992
1882881,28.39,89600.9531,-3257.6084,-0.8238,0.1961,0.0392,-15,-38.9091,34.7959,-4.5128,-2.7869,-3.9859,78.6901,76.3521,129.1447,-37.5486,175.2601,1033.3,23.61,4.0799
1883882,28.37,89742.8047,-3271.936,-10.552,0.0392,17.4951,-21.4545,30.7273,31.3265,4.5769,1.1892,0.8958,0.1285,31.0958,-94.0245,-37.5485,175.2599,1042,24.76,4.0863
1884883,28.37,89825.7188,-3280.3025,-3.0597,0,11.6503,-18.8182,25.1818,39.0816,-3.8116,3.7125,3.3361,0,14.7151,-108.1885,-37.5484,175.2598,1036.2,20.11,4.0928
1885884,28.36,89914.5313,-3289.2568,-4.1972,-0.863,14.3569,-7.2727,-14.3636,51.4286,-0.4357,1.1315,-4.9709,-3.4399,16.2685,55.8201,-37.5484,175.2598,1029.9,5.18,4.0863
1886885,28.36,90006.6641,-3298.5381,-4.5111,0.353,10.8265,1.1818,16.7273,50.2041,-4.736,3.0797,3.8711,1.8677,22.6091,-36.2216,-37.5484,175.2598,1024.4,2.69,4.0863
1887886,28.35,90096.6875,-3307.5999,-4.1188,0.0785,9.4928,37.8182,-0.7273,44.3878,-0.7092,2.275,4.7131,0.4735,23.4545,1.1971,-37.5484,175.2598,1020.3,2.33,4.0863
1888887,28.35,90188.25,-3316.8091,-2.942,-0.5099,12.3956,33.3636,-11.9091,47.449,2.627,-3.9705,-1.4748,-2.3558,13.3408,12.8778,-37.5484,175.2598,1015.8,1.51,4.0928
1889888,28.34,90287.8594,-3326.8193,-1.3337,0.1961,5.6486,5.0909,-3.7273,54.3878,-0.3476,3.1991,4.3194,1.9886,13.2771,17.869,-37.5484,175.2598,1011.6,3.51,4.0799
1890889,28.34,90368.1328,-3334.8789,-3.0204,-1.0591,11.2973,7.5455,19,48.2653,2.3045,-4.0447,-3.9289,-5.3558,14.9061,-50.6621,-37.5484,175.2598,1007.2,0.18,4.0928
1891890,28.35,90464.875,-3344.5852,-4.0403,-0.8238,12.1602,-26.7273,3.8182,41.4286,1.0913,-1.1241,4.6866,-3.8754,18.3403,-152.0269,-37.5485,175.2598,1002.3,0.06,4.0799
1892891,28.33,90564.1875,-3354.5405,-3.805,0.353,8.2768,-30.1818,-16.8182,38.0612,-0.6075,-3.0007,-0.4244,2.4424,24.6692,122.7578,-37.5485,175.2598,998.3,6.99,4.0799
1893892,28.33,90651.4375,-3363.2803,-4.4718,-1.726,13.337,-36.9091,-33.3636,13.3673,1.5014,-4.2365,3.6021,-7.3738,18.3931,133.2282,-37.5485,175.2599,993.2,6.97,4.0799
1894893,28.32,90745.8203,-3372.7249,-3.1774,-0.0392,12.8271,1.8182,-6,53.7755,4.7166,-4.0968,3.6817,-0.1752,13.9124,21.6533,-37.5485,175.2599,986.1,4.31,4.0799
1895894,28.32,90818.5156,-3379.9954,-2.6282,-1.6475,10.8265,43,13.9091,35.7143,-1.4662,1.7613,4.6575,-8.6525,13.4952,-21.0985,-37.5485,175.26,978.9,7.65,4.0799
1896895,28.31,90919.6875,-3390.1052,-2.3536,-2.5105,8.2376,-7,-56,22.0408,-0.1932,3.3248,-2.5301,-16.9492,15.2859,86.2257,-37.5485,175.26,971.3,8.4,4.0928
1897896,28.31,91012.3281,-3399.354,-1.9221,-0.4315,10.4735,3.8182,7.2727,52.7551,2.401,-3.0939,2.1516,-2.3592,10.3906,-35.5481,-37.5485,175.26,962.8,2.16,4.0863
1898897,28.29,91105.1563,-3408.6143,-2.942,-2.5105,10.8265,32.7273,-57.1818,15,4.2828,1.201,-3.9584,-13.0552,14.827,53.5206,-37.5486,175.2601,958.6,11.34,4.0863
1899898,28.28,91192.9531,-3417.3655,-2.9812,-1.5691,12.4741,7.9091,-41.6364,41.7347,4.914,2.1258,-2.75,-7.1694,13.3399,62.9324,-37.5485,175.2601,951,8.6,4.0799
1900899,28.26,91289.5938,-3426.9905,-2.7851,-1.9221,9.9243,5.1818,-11.8182,54.2857,0.6519,4.7399,4.6499,-10.9611,15.4036,3.71,-37.5486,175.2602,942.1,5.3,4.0928
1901900,28.25,91378.3281,-3435.821,-2.1575,-1.3729,11.0619,50.5455,-9.4545,33.2653,-1.2524,1.511,-0.3056,-7.075,10.9542,5.3803,-37.5486,175.2602,933.5,12.3,4.0928
1902901,28.25,91478.3906,-3445.7703,-3.0597,-2.4713,11.4542,3.6364,-50.5455,32.9592,2.0108,-0.527,-3.777,-12.1751,14.634,71.324,-37.5486,175.2603,924.4,9.97,4.0928
1903902,28.22,91576.9531,-3455.5615,-1.8044,-0.0785,11.5718,5.7273,4.3636,52.7551,0.1793,4.7476,0.5397,-0.3884,8.8627,-18.9096,-37.5486,175.2603,914.6,5.13,4.0863
1904903,28.22,91669.9375,-3464.7917,-3.2558,-2.3536,12.1602,42.9091,-43,26.2245,-2.5782,-2.8042,-4.5227,-10.9541,14.7278,36.6069,-37.5486,175.2603,904.7,10.97,4.0992
1905904,28.19,91771.7578,-3474.8896,-2.6282,-2.079,12.2779,12.3636,-45.3636,39.4898,-4.2823,4.2944,3.6055,-9.6107,11.9176,60.3565,-37.5486,175.2604,895,8.56,4.0928
1906905,28.17,91859.5781,-3483.5916,-3.0989,-2.942,11.8857,43.1818,-34.4545,32.7551,-1.3453,-2.9346,-2.468,-13.9027,14.2027,26.3233,-37.5486,175.2605,884.9,4.27,4.0863
1907906,28.16,91956.7813,-3493.2153,-3.7658,-2.7459,14.1608,5.8182,-56.9091,25.102,-2.3488,-2.7564,-2.467,-10.9738,14.6314,74.0612,-37.5486,175.2605,875,12.58,4.0863
1908907,28.15,92054.8359,-3502.915,-2.8243,-2.7066,10.3558,30.8182,-24.4545,46.0204,0.9161,3.6655,1.1774,-14.6474,14.7814,15.7126,-37.5486,175.2605,865,2.35,4.0863
1909908,28.13,92155.0625,-3512.8218,-2.9812,-2.1575,10.905,36.7273,-53.8182,17.3469,0.0269,3.7409,1.8401,-11.191,15.0125,49.2519,-37.5486,175.2606,865.1,12.56,4.0863
1910909,28.11,92254.8359,-3522.6748,-2.6674,-1.9221,11.5718,-0.3636,-31.3636,48.0612,-0.4843,3.7622,-0.7127,-9.4308,12.8108,63.9032,-37.5486,175.2606,855.1,6.46,4.0863
1911910,28.09,92352.0156,-3532.2629,-2.9812,-1.3337,11.6503,22.7273,-5.8182,52.6531,-0.2193,-4.8759,3.5791,-6.5307,14.2642,-0.3399,-37.5486,175.2607,844.9,7.51,4.0799
1912911,28.08,92451.1719,-3542.0381,-1.2945,-1.4122,6.7862,21,-56.4545,24.5918,-2.8508,-2.392,-4.9663,-11.7551,10.5782,61.6013,-37.5486,175.2607,834.2,13.2,4.0863
1913912,28.06,92560.1953,-3552.7761,-5.2564,-2.7459,16.0045,-1.9091,-22.6364,51.9388,4.6882,1.9865,3.458,-9.7354,17.9369,41.804,-37.5486,175.2608,824.2,7.73,4.0863
1914913,28.04,92658.1406,-3562.4138,-2.3536,-1.8437,10.5912,52.4545,-24.6364,28.4694,-0.1785,2.2481,-1.1703,-9.8748,12.3489,18.4421,-37.5486,175.2608,813,9.3,4.0928
1915914,28.02,92765.7188,-3572.99,-2.1575,-1.726,9.0613,12.7273,-49.2727,34.6939,-4.8213,2.3022,-4.2093,-10.7843,13.1643,62.0321,-37.5486,175.2609,802.5,12.68,4.0928
1916915,28,92861.625,-3582.4111,-3.2558,-2.3536,11.9249,29.0909,-32.0909,43.7755,4.9563,3.0862,4.6893,-11.1649,14.9952,29.4067,-37.5486,175.2609,791.4,4.52,4.0863
1917916,27.97,92944.6719,-3590.5625,-3.0597,-2.3144,11.7288,33.9091,-56.0909,16.5306,-4.5291,-2.2541,-4.6343,-11.1625,14.3558,52.644,-37.5486,175.261,781,13.34,4.0799
1918917,27.96,93047.6797,-3600.6643,-2.8243,-1.0591,14.0431,10.0909,-22,52.449,-0.4362,0.2103,-3.9954,-4.313,11.3401,41.2696,-37.5486,175.261,770.5,7.4,4.0734
1919918,27.93,93142.5703,-3610.0928,-3.3735,-1.9221,12.1995,40.6364,-22.7273,41.0204,1.7194,-0.2607,-3.7799,-8.9537,15.2781,17.547,-37.5487,175.2611,759.8,9.94,4.0863
1920919,27.91,93234.6719,-3618.8687,-2.7459,-1.8044,10.6696,4.1818,-53,31.4286,2.0275,-4.1728,-0.8399,-9.5989,14.2383,73.5878,-37.5487,175.2612,749.1,12.75,4.0863
1921920,27.9,93333.875,-3628.6846,-2.9812,-1.2553,13.7685,30.8182,9.3636,45.9184,-1.9314,-4.7324,4.6572,-5.2091,12.1684,-18.8233,-37.5487,175.2612,739.2,5.8,4.0863
1922921,27.87,93432.8438,-3638.3577,-3.8834,-1.5691,17.9266,50,-11.8182,34.3878,-1.611,-3.4018,0.6564,-5.0022,12.178,8.8558,-37.5487,175.2613,728.9,13.43,4.0928
1923922,27.85,93528.7656,-3647.7258,-1.8044,0.9414,12.2779,13.8182,-4.3636,53.2653,1.2995,-1.5643,-4.3907,4.3847,8.3365,21.5545,-37.5487,175.2613,718.1,7.39,4.0863
1924923,27.85,93629.1719,-3657.5232,-2.432,-0.5492,13.7293,53.1818,15.7273,21.1224,-1.5791,-2.124,3.5459,-2.2906,10.0375,-16.4903,-37.5487,175.2614,707.9,10.61,4.0928
1925924,27.83,93737.8906,-3668.1216,-2.942,1.4514,11.1011,-14.2727,13,47.8571,-4.3663,2.7219,2.8665,7.4487,14.7234,-101.1297,-37.5487,175.2614,697.5,11.53,4.0799
1926925,27.79,93819.2734,-3676.0493,-2.3536,-1.3729,11.4934,55.4545,15.1818,19.5918,0.082,2.3363,2.9913,-6.8119,11.4934,-16.736,-37.5487,175.2615,687.3,9.05,4.0863
1927926,27.77,93935.8438,-3687.394,-2.8243,0.4707,12.6702,11.2727,6.2727,52.3469,1.9485,2.9541,-2.5369,2.1277,12.558,-10.9151,-37.5487,175.2615,677.1,11.52,4.0799
1928927,27.75,94032.5781,-3696.8003,-2.6282,0.4707,12.631,-4.0909,36.8182,35.6122,1.1022,2.799,2.0186,2.1343,11.7462,-84.3342,-37.5487,175.2616,666.9,8.09,4.0799
1929928,27.72,94116.5625,-3704.9602,-2.1967,-1.0199,12.5525,44.3636,-21.4545,38.1633,3.7098,4.5925,-1.1941,-4.6451,9.8943,19.8988,-37.5487,175.2616,656.7,14.18,4.0799
1930929,27.7,94220.4297,-3715.0437,-2.5497,0.8238,12.5917,0.8182,43.5455,28.0612,-4.3084,1.7898,-4.8019,3.743,11.4234,-80.5724,-37.5487,175.2617,647.2,4.12,4.0799
1931930,27.67,94312.0391,-3723.9294,-3.295,0.9414,12.7486,11.2727,32.5455,38.6735,-3.4537,-2.6151,2.7611,4.2234,14.4539,-54.473,-37.5487,175.2617,637.9,16.65,4.0928
1932931,27.64,94399.375,-3732.3948,-1.8829,-0.6669,10.9834,4.5455,2.8182,53.4694,1.0785,-2.8294,-4.8603,-3.4744,9.71,-24.2258,-37.5487,175.2618,628.4,4.74,4.0799
1933932,27.62,94485.1172,-3740.6992,-3.6873,-2.2751,12.631,35,-57.8182,12.7551,2.4177,1.0777,4.3891,-10.2109,16.0295,53.8381,-37.5487,175.2619,619.4,14.16,4.0799
