TimeStamp(ms),Temperature(*C),Pressure(Pa),Altitude(m),AccelX(m/s^2),AccelY(m/s^2),AccelZ(m/s^2),MagX(uT),MagY(uT),MagZ(uT),GyroX(rad/s),GyroY(rad/s),GyroZ(rad/s),OriPitch,OriRoll,OriHeading,Latitude,Longitude,Altitude(m),Speed(m/s),Voltage(V)
459459,25.37,101235.5469,-4376.1343,-6.237,-7.8453,1.2553,-40.2727,-35.0909,-6.3265,-3.607,0.9291,-0.2318,-80.9097,38.1325,132.7492,-37.5492,175.2621,33.3,0.06,4.1314
460460,25.37,101235.875,-4376.1641,-5.8448,-8.0415,-0.1961,-40,-34.7273,-6.7347,-3.3781,-0.2627,-0.0107,-91.3972,36.0027,153.5971,-37.5492,175.2621,33.3,0.06,4.125
461461,25.37,101227.2344,-4375.373,-6.3547,-6.6685,2.7851,-11.4545,-59.9091,-5.6122,-0.8424,-4.8474,-0.3713,-67.3323,41.3262,46.8752,-37.5492,175.2621,33.3,0.07,4.125
462462,25.38,101225.4844,-4375.2124,-5.2956,-9.1006,6.1978,-3.6364,-62.7273,-4.0816,-4.2936,-0.3039,2.4858,-55.7438,25.6854,64.8047,-37.5492,175.2621,32.8,0.13,4.125
463463,25.38,101221.1641,-4374.8169,-3.6481,-5.0602,2.7066,5.2727,-64.7273,-4.4898,-3.8491,-0.465,-4.5839,-61.8584,32.4443,45.4641,-37.5492,175.2621,32.8,0.07,4.125
464464,25.39,101222.5625,-4374.9453,-2.2751,-8.1984,3.7658,-2.0909,-62.0909,-5.7143,-2.5638,1.5185,3.4205,-65.3293,14.1538,70.2226,-37.5492,175.2621,33.1,0.23,4.1314
465465,25.39,101223.2188,-4375.0049,-3.0989,-9.4144,5.4133,-7.6364,-60.8182,-6.0204,-1.8178,-4.921,2.3008,-60.1011,15.9264,79.9453,-37.5492,175.2621,33,1,4.1379
466466,25.41,101225.4766,-4375.2119,-2.9028,-6.0409,11.7288,-4.1818,-56.9091,17.9592,-2.6603,-1.2361,4.554,-27.2507,12.4087,83.3416,-37.5492,175.2621,33.1,1.36,4.125
467467,25.41,101225.3281,-4375.1987,-1.5691,-7.8845,2.7851,-1.5455,-59,9.898,2.7674,0.7036,1.5802,-70.5451,10.6275,47.8215,-37.5492,175.2621,33.3,1.69,4.1314
468468,25.42,101225.1797,-4375.1846,1.6867,-9.0613,0.7453,-10.0909,-58.8182,2.7551,-0.0761,0.3861,-1.9879,-85.2979,-10.5101,174.2614,-37.5492,175.2621,33.3,2.46,4.1379
469469,25.43,101223.75,-4375.0537,-2.1575,-9.2183,3.9619,-18.2727,-58.7273,5,-1.4693,4.9564,-2.3221,-66.7426,12.1352,108.1807,-37.5492,175.2621,33.3,1.33,4.1314
470470,25.43,101225.4063,-4375.2061,-0.3138,-8.826,1.6475,-5.8182,-65.9091,-7.7551,-0.1242,3.6696,-1.0189,-79.4265,2.0018,100.3504,-37.5492,175.2621,33.2,0.67,4.125
471471,25.44,101226.7656,-4375.3301,0.4707,-9.2183,0.6276,-5.7273,-61.8182,-17.7551,0.4928,-1.115,1.4135,-86.105,-2.9165,111.8717,-37.5492,175.2621,33.3,0.27,4.1379
472472,25.44,101224.1094,-4375.0864,-0.6276,-9.2575,1.1768,-2.5455,-61.2727,-21.4286,0.0661,-0.1133,1.9468,-82.7555,3.8477,87.3179,-37.5492,175.2621,33.2,0.39,4.1314
473473,25.45,101224.4453,-4375.1177,-0.0392,-11.1404,1.5691,-4.5455,-61.4545,-21.8367,-0.9841,4.8237,1.679,-81.9829,0.1998,98.1866,-37.5492,175.2621,33.2,0.3,4.1379
474474,25.45,101224.8438,-4375.1538,0.3138,-8.1984,0.6276,-7.7273,-61.1818,-20.102,-1.2726,4.9367,1.5931,-85.6223,-2.1857,112.0095,-37.5492,175.2622,33,0.41,4.1379
475475,25.46,101227.5781,-4375.4038,-1.0983,-9.3752,2.0006,-14.3636,-55.7273,-20.7143,-2.1958,-4.6096,-0.7987,-77.9544,6.5362,105.0238,-37.5492,175.2622,32.9,0.14,4.125
476476,25.47,101228.4297,-4375.4819,-1.4122,-9.8459,0.6669,-19.4545,-52.7273,-16.5306,-3.2701,-4.1325,0.2711,-86.1253,8.1437,120.8187,-37.5492,175.2622,32.5,0.07,4.1379
477477,25.47,101223.1094,-4374.9951,-0.9807,-10.0028,2.3928,-16.6364,-55,-12.551,4.7011,5.0007,-0.1761,-76.5468,5.4466,115.1923,-37.5492,175.2622,32.2,0.09,4.1379
478478,25.47,101227.6094,-4375.4072,-1.3337,-9.6497,1.9613,-16.5455,-55.6364,-13.4694,4.1794,3.8871,2.1382,-78.511,7.7133,111.2412,-37.5492,175.2622,31.8,0.02,4.125
479479,25.48,101228.7969,-4375.5156,-0.9022,-9.3752,2.3144,-16.6364,-55.4545,-12.0408,2.6727,2.6241,2.5615,-76.1331,5.3376,115.3303,-37.5492,175.2622,31.4,0.07,4.125
480480,25.49,101229.0156,-4375.5361,-1.3337,-9.2575,3.4127,0,0,0,-1.4757,-2.8779,0.042,-69.7639,7.6983,0,-37.5492,175.2622,31.1,0.02,4.1314
481481,25.5,101230.25,-4375.6494,-1.0983,-9.3359,1.5298,-17,-55.8182,-12.1429,4.9854,0.4552,3.3226,-80.6939,6.6223,117.1206,-37.5492,175.2622,30.8,0.02,4.125
482482,25.5,101229.75,-4375.6035,-0.8238,-9.5321,2.4713,-16.9091,-55.3636,-11.8367,0.3427,-0.5122,1.4687,-75.4655,4.7819,116.4823,-37.5492,175.2622,30.5,0.02,4.125
483483,25.5,101228.6094,-4375.499,-0.6669,-9.4928,2.0006,-16.9091,-55.7273,-12.8571,-0.1749,-1.4119,3.4172,-78.0994,3.9322,118.9418,-37.5492,175.2622,30.2,0.02,4.1186
484484,25.51,101225.6484,-4375.2275,-0.9022,-9.4928,2.1182,-17,-55.9091,-13.1633,-0.5548,-2.0962,1.5968,-77.4211,5.2996,115.9025,-37.5492,175.2622,30,0.03,4.125
485485,25.52,101224.5313,-4375.125,-0.5884,-9.1398,2.6282,-16.9091,-55.9091,-13.0612,-1.4044,-3.1041,1.8951,-73.9572,3.5404,116.2038,-37.5492,175.2622,29.7,0.05,4.125
486486,25.53,101226.7969,-4375.3325,-0.8238,-9.6105,2.3928,-16.5455,-56.0909,-12.8571,-2.1591,-4.2005,4.2205,-76.0188,4.7546,115.1758,-37.5492,175.2622,29.4,0.02,4.1379
487487,25.53,101227.2969,-4375.3784,-0.7845,-9.4928,2.432,-17.2727,-55.8182,-13.0612,-2.6452,4.8663,4.3773,-75.63,4.5773,116.4064,-37.5492,175.2622,29.1,0.02,4.1314
488488,25.54,101226.3125,-4375.2886,-0.7061,-10.1989,2.3536,-16.7273,-55.8182,-13.0612,-3.2382,3.9361,4.5606,-77.0054,3.8592,117.6202,-37.5492,175.2622,28.8,0.03,4.1314
489489,25.54,101227.9844,-4375.4419,-0.863,-9.5713,2.2359,-16.9091,-55.5455,-13.0612,-3.9752,-1.6837,4.7166,-76.8511,5.0177,116.0131,-37.5492,175.2622,28.6,0.01,4.1314
490490,25.55,101226.875,-4375.3398,-0.9414,-9.6497,2.432,-16.8182,-55.6364,-12.7551,-4.2652,2.3132,4.6464,-75.8542,5.4042,114.7241,-37.5492,175.2622,28.4,0.03,4.1379
491491,25.55,101228.0469,-4375.4473,-0.6669,-9.6497,2.1575,-17,-55.8182,-13.0612,-4.9688,1.1805,4.8402,-77.3972,3.8582,118.4189,-37.5492,175.2622,28.2,0,4.125
492492,25.57,101230.1406,-4375.6392,-0.9807,-9.4536,2.432,-16.9091,-55.4545,-12.9592,4.2246,0.3134,-4.6959,-75.5729,5.7369,114.0714,-37.5492,175.2622,27.9,0.02,4.125
493493,25.57,101229.3125,-4375.5635,-0.863,-9.6105,2.1967,-17.1818,-55.9091,-13.2653,3.4714,4.9382,-4.6375,-77.125,5.0028,116.4318,-37.5492,175.2622,27.7,0.02,4.1379
494494,25.57,101227.3125,-4375.3804,-0.7845,-9.5713,2.3144,-17,-55.6364,-13.0612,2.6802,-1.4681,-3.8915,-76.4066,4.5552,116.5819,-37.5492,175.2622,27.4,0.02,4.1314
495495,25.57,101222.3281,-4374.9238,-0.8238,-9.4928,2.2359,-17,-55.9091,-13.0612,1.9789,3.2802,-3.7093,-76.7463,4.8281,116.2875,-37.5492,175.2622,27.2,0.01,4.1186
496496,25.58,101226.6719,-4375.3218,-0.9022,-9.5321,2.2751,-16.7273,-55.6364,-12.9592,1.1956,-3.7564,-3.5969,-76.5756,5.2601,115.1298,-37.5492,175.2622,27,0.01,4.1379
497497,25.59,101227.4531,-4375.3931,-0.8238,-9.1006,2.4713,-16.9091,-55.9091,-12.8571,0.4568,-4.3736,4.3588,-74.8076,4.9923,114.6946,-37.5492,175.2622,27,0.03,4.1186
498498,25.6,101229.2969,-4375.5615,-0.8238,-9.4536,2.8243,-16.9091,-55.8182,-13.0612,-0.381,4.428,-3.689,-73.3662,4.7726,114.0435,-37.5492,175.2622,27,0.03,4.125
499499,25.61,101222.875,-4374.9741,-0.7453,-9.4536,2.2751,-16.6364,-55.8182,-12.1429,-0.817,4.1557,4.8177,-76.4683,4.3831,116.9768,-37.5492,175.2622,27,0.01,4.125
500500,25.61,101226.0469,-4375.2646,-0.8238,-9.6497,2.1575,-16.5455,-55.9091,-12.449,-1.4473,3.1511,-3.2145,-77.3972,4.7623,116.584,-37.5492,175.2622,27,0.01,4.125
501501,25.61,101226.5469,-4375.3096,-0.9022,-9.6105,2.2359,-16.8182,-56.0909,-12.9592,-2.0998,2.0539,-3.0189,-76.9029,5.2243,115.423,-37.5492,175.2622,27,0,4.1379
502502,25.63,101225.4844,-4375.2124,-0.6276,-9.6105,2.589,-17,-56,-12.7551,-2.7721,1.3975,-2.8818,-74.9231,3.6082,117.1265,-37.5492,175.2622,27,0.02,4.1314
503503,25.63,101220.8125,-4374.7847,-1.0591,-9.5713,2.432,-17,-55.4545,-12.2449,-3.2756,0.4809,-3.0259,-75.743,6.1214,114.2412,-37.5492,175.2622,27,0.01,4.1379
504504,25.65,101229.7188,-4375.6006,-0.7453,-9.5713,2.3536,-16.8182,-55.0909,-12.0408,-3.6157,-0.1842,-4.3608,-76.185,4.3243,117.5336,-37.5492,175.2622,27,0.01,4.1379
505505,25.64,101225.2109,-4375.1875,-0.4315,-9.1398,2.6674,-16.8182,-55.3636,-12.9592,-4.417,-1.3541,-2.5047,-73.7304,2.5949,117.5144,-37.5492,175.2622,27,0.01,4.1314
506506,25.65,101224.0781,-4375.084,-0.8238,-9.4144,2.3928,-16.8182,-55.4545,-12.449,4.8509,-2.4584,-2.3488,-75.7393,4.8473,115.8709,-37.5492,175.2622,27,0,4.1314
507507,25.65,101226.5781,-4375.439,-0.863,-9.6497,2.5105,-17.1818,-55.5455,-13.0612,4.6021,-2.9737,-1.8315,-75.4171,4.9466,115.6161,-37.5492,175.2622,27,0.02,4.125
508508,25.67,101228.9766,-4375.5327,-0.863,-9.4928,2.3536,-16.9091,-55,-12.0408,4.0079,-3.5557,-3.0229,-76.0752,5.0426,116.4635,-37.5492,175.2622,27,0.01,4.1314
509509,25.67,101227,-4375.3516,-0.7061,-9.4144,2.3144,-16.7273,-55.8182,-13.4694,3.3257,-4.1855,-2.9717,-76.1887,4.1656,116.1761,-37.5492,175.2622,27,0.01,4.125
510510,25.67,101224.8438,-4375.1538,-0.6669,-9.4536,2.432,-17,-54.8182,-12.0408,2.5339,4.6641,-1.2036,-75.5729,3.9081,118.1484,-37.5492,175.2622,27,0.02,4.1314
511511,25.68,101227.7188,-4375.417,-0.6276,-9.3752,2.3536,-16.6364,-55.5455,-12.2449,1.9451,3.8995,-1.7489,-75.9074,3.715,117.6433,-37.5492,175.2622,27,0,4.125
512512,25.68,101221.5781,-4374.855,-0.863,-9.5713,2.3536,-17.0909,-54.8182,-11.9388,1.3274,3.3737,-2.0911,-76.185,5.0038,117.1005,-37.5492,175.2622,27,0.01,4.1314
513513,25.69,101223.4688,-4375.0278,-0.7845,-9.4928,2.3928,-16.9091,-55.6364,-12.3469,0.6089,2.2559,-0.3819,-75.8524,4.5818,116.5669,-37.5492,175.2622,26.9,0.02,4.1186
514514,25.7,101226.5,-4375.3057,-0.8238,-9.5321,2.3144,-16.8182,-55.5455,-13.0612,-0.0974,1.1822,-0.1689,-76.3528,4.8004,115.8517,-37.5492,175.2622,26.9,0,4.125
515515,25.7,101223.1563,-4374.9995,-0.8238,-9.8067,2.5497,-16.8182,-55.2727,-11.9388,-0.7617,0.1683,0.0243,-75.4258,4.6478,116.4572,-37.5492,175.2622,26.9,0.02,4.1314
516516,25.71,101224.2344,-4375.1143,-0.9022,-9.5321,2.432,-16.9091,-54.8182,-12.1429,-1.483,-0.7118,0.4607,-75.6867,5.2401,115.8407,-37.5492,175.2622,26.9,0.02,4.1379
517517,25.73,101225.6094,-4375.2241,-0.6669,-9.4536,2.3536,-16.8182,-55.8182,-12.2449,-1.9109,-1.472,-0.7237,-76.0197,3.9158,117.6361,-37.5492,175.2622,26.9,0.03,4.1379
518518,25.73,101226.8281,-4375.3359,-0.8238,-9.5321,2.3144,-17,-55.6364,-13.1633,-2.3947,-2.1101,0.9962,-76.3528,4.8004,116.0614,-37.5492,175.2622,26.9,0.02,4.1186
519519,25.73,101225.6563,-4375.229,-0.5884,-8.7868,2.3928,-16.4545,-55.7273,-12.1429,-3.0233,-2.8039,-0.2182,-74.7665,3.6968,116.5299,-37.5492,175.2622,26.9,0.01,4.125
520520,25.74,101223.6953,-4375.0488,-0.7061,-9.4536,2.3536,-16.7273,-55.0909,-11.5306,-3.6325,-3.6485,1.4989,-76.0197,4.1453,117.9899,-37.5492,175.2622,26.9,0.01,4.1379
521521,25.75,101225.0938,-4375.1768,-0.7453,-9.5321,2.2751,-16.5455,-55.5455,-12.0408,-4.4807,-4.3492,2.0418,-76.5756,4.3491,117.1377,-37.5492,175.2622,26.9,0.01,4.125
522522,25.75,101223.7656,-4375.0557,-0.9807,-9.5321,2.3144,-16.4545,-55.7273,-12.9592,4.8032,4.5328,2.2297,-76.3528,5.7092,113.6813,-37.5492,175.2622,26.9,0.01,4.1314
523523,25.75,101224.0938,-4375.0859,-0.863,-9.5321,2.1967,-16.8182,-55.0909,-12.0408,4.1181,3.4215,1.0646,-77.0226,5.0417,116.9828,-37.5492,175.2622,26.9,0.01,4.1186
524524,25.77,101227.8438,-4375.4287,-0.8238,-9.5713,2.432,-16.8182,-56,-13.0612,3.488,2.4207,2.7106,-75.743,4.7683,115.3225,-37.5492,175.2622,26.9,0.01,4.1314
525525,25.77,101221.6797,-4374.9746,-0.8238,-9.4928,2.3928,-16.8182,-55.5455,-12.449,2.8338,1.4009,2.8902,-75.8524,4.8098,115.9795,-37.5492,175.2622,26.9,0,4.1186
526526,25.78,101221.2266,-4374.8232,-0.8238,-9.4536,2.3928,-16.9091,-55.6364,-12.8571,2.158,0.3618,3.0604,-75.7961,4.8285,115.7107,-37.5492,175.2622,26.9,0,4.1379
527527,25.78,101218.8906,-4374.6089,-0.7845,-9.5713,2.1967,-17,-55.8182,-12.3469,1.6974,-0.2082,1.693,-77.074,4.5677,117.6268,-37.5492,175.2622,26.9,0.01,4.1314
528528,25.79,101228.2656,-4375.4673,-0.7453,-9.5713,2.2359,-16.8182,-55.7273,-12.8571,1.0486,-1.2865,3.1858,-76.8511,4.3363,117.0894,-37.5492,175.2622,26.9,0,4.125
529529,25.81,101225.5469,-4375.2187,-0.7845,-9.5321,2.1967,-16.9091,-55.5455,-13.0612,0.3322,-2.356,3.4237,-77.0226,4.5854,116.8583,-37.5492,175.2622,26.9,0.02,4.125
530530,25.81,101223.5469,-4375.0356,-0.7061,-9.5713,2.432,-16.8182,-56.0909,-13.0612,-0.4018,-3.4667,3.5494,-75.743,4.0896,116.3768,-37.5492,175.2622,26.9,0.01,4.1379
531531,25.81,101222.0469,-4374.8979,-0.7845,-9.5321,2.2359,-16.7273,-55.5455,-12.8571,-1.3274,-4.3034,2.9864,-76.7989,4.5813,116.5429,-37.5492,175.2622,26.9,0.02,4.125
532532,25.81,101222.7188,-4374.9595,-0.9022,-9.5321,2.432,-16.6364,-55.8182,-12.8571,-1.9041,4.8205,4.39,-75.6867,5.2401,114.4119,-37.5492,175.2622,26.9,0.01,4.125
533533,25.83,101220.9844,-4374.8008,-1.0591,-9.5321,2.5105,-16.9091,-55.5455,-12.7551,-2.3181,4.1682,-4.9372,-75.2448,6.1327,113.3299,-37.5492,175.2622,26.9,0.01,4.1186
534534,25.84,101223.2031,-4374.9263,-0.7453,-9.6105,2.3144,-16.7273,-55.6364,-13.3673,-3.0577,3.027,-4.7626,-76.46,4.3117,116.2786,-37.5492,175.2622,26.9,0.01,4.125
535535,25.84,101220.7031,-4374.7749,-0.8238,-9.4928,2.3928,-16.8182,-55.5455,-12.8571,-3.5604,2.5643,-4.9023,-75.8524,4.8098,115.6506,-37.5492,175.2622,26.9,0.01,4.1379
536536,25.85,101225.2344,-4375.1899,-0.8238,-9.5321,2.2751,-16.9091,-55.6364,-12.6531,-4.2574,1.514,-4.1476,-76.5756,4.8049,116.4756,-37.5492,175.2622,26.9,0.01,4.125
537537,25.85,101222.0781,-4374.9009,-0.9022,-9.6497,2.6282,-16.7273,-55.3636,-12.6531,-4.6562,0.5438,-3.607,-74.7646,5.1547,114.4381,-37.5492,175.2622,26.9,0.02,4.125
538538,25.86,101219.1328,-4374.6313,-0.6669,-9.4536,2.1967,-16.6364,-55.6364,-12.6531,4.55,-0.5537,-3.3831,-76.9186,3.9306,117.6945,-37.5492,175.2622,26.9,0,4.125
539539,25.86,101217.4688,-4374.479,-0.7453,-9.5713,2.5105,-16.8182,-55.8182,-11.7347,3.7661,-1.6408,-4.1441,-75.3027,4.3074,116.8925,-37.5492,175.2622,26.9,0,4.1314
540540,25.88,101220.4063,-4374.7476,-0.7845,-9.4536,2.4713,-17,-55.5455,-12.7551,3.034,-2.7574,-2.9548,-75.3501,4.5904,116.0564,-37.5492,175.2622,26.9,0.03,4.1379
541541,25.88,101221.3906,-4374.8379,-0.5492,-9.3359,2.1967,-17,-55.5455,-11.6327,2.266,-3.9085,-2.8439,-76.7595,3.2772,120.269,-37.5492,175.2622,26.9,0.01,4.1186
542542,25.89,101222.0781,-4374.9009,-0.9022,-9.689,2.1967,-17.0909,-55.7273,-12.551,1.8054,-4.9329,-2.9309,-77.2258,5.1889,116.7058,-37.5492,175.2622,26.9,0.03,4.125
543543,25.9,101223.1406,-4374.9976,-0.7453,-9.8851,2.3536,-17.0909,-54.9091,-11.1224,1.1594,4.0635,-1.8477,-76.6075,4.1949,119.5166,-37.5492,175.2622,26.9,0.02,4.125
544544,25.89,101219.6406,-4374.6777,-0.4315,-9.2575,2.1967,-17,-55.4545,-12.0408,0.5635,3.5923,-1.9645,-76.6513,2.5966,120.8826,-37.5492,175.2622,26.9,0.01,4.125
545545,25.91,101218.5625,-4374.5786,-0.7453,-9.5321,2.432,-16.9091,-55.9091,-11.9388,-0.152,2.4905,-0.9362,-75.6867,4.3326,117.097,-37.5492,175.2622,26.9,0.02,4.1186
546546,25.91,101218.0156,-4374.5288,-0.9414,-9.9243,2.1575,-17.0909,-55.8182,-12.3469,-0.6251,1.4073,-1.4018,-77.7352,5.296,117.0692,-37.5492,175.2622,26.9,0.05,4.125
547547,25.92,101219.4219,-4374.6572,-1.0983,-9.689,2.3536,-17.2727,-56,-12.551,-1.3413,0.3674,-0.4398,-76.3465,6.2862,114.4113,-37.5492,175.2622,26.9,0,4.1314
548548,25.92,101215.2734,-4374.2773,-0.9022,-9.0613,2.5497,-17.4545,-55.1818,-11.1224,-2.1386,-0.6445,-0.2969,-74.2842,5.4748,116.1483,-37.5492,175.2622,26.9,0.02,4.1186
549549,25.94,101222.8438,-4374.9712,-0.6669,-9.7674,2.1967,-17.0909,-54.8182,-11.3265,-2.7552,-1.8111,-0.1251,-77.3251,3.8108,120.6277,-37.5492,175.2622,26.9,0.02,4.125
550550,25.93,101218.8438,-4374.604,-0.7453,-9.6105,2.1967,-17.2727,-55.3636,-11.4286,-3.089,-2.7301,-0.2983,-77.125,4.3234,119.6179,-37.5492,175.2622,26.9,0.01,4.1379
551551,25.94,101220.1875,-4374.728,-0.9414,-9.5713,2.5105,-17.0909,-55.4545,-12.3469,-3.8045,-3.855,0.5273,-75.3027,5.4349,115.1815,-37.5492,175.2622,26.9,0.01,4.1186
552552,25.95,101222.0938,-4374.9028,-0.7061,-9.6497,2.4713,-17.2727,-55,-11.4286,-4.7851,-4.9756,0.2724,-75.6354,4.0545,118.933,-37.5492,175.2622,26.9,0.02,4.1314
553553,25.95,101220.4141,-4374.9336,-0.5884,-9.7282,2.1182,-17.1818,-55.7273,-12.551,4.5618,3.8744,1.0919,-77.716,3.3822,120.3042,-37.5492,175.2622,26.9,0.01,4.1314
554554,25.96,101216.2891,-4374.3711,-0.9807,-9.5321,2.2359,-17,-55.7273,-12.3469,3.8349,2.8628,0.5079,-76.7989,5.7198,115.4725,-37.5492,175.2622,26.9,0.02,4.1314
555555,25.96,101222.9844,-4374.9844,-0.5884,-9.6497,2.3928,-17.1818,-55.4545,-12.449,3.1437,1.7336,1.359,-76.0734,3.387,119.0911,-37.5492,175.2622,26.9,0.03,4.1186
556556,25.97,101222.1875,-4374.9106,-1.0983,-9.2183,2.3144,-17.0909,-55.5455,-12.551,2.3726,0.599,1.4653,-75.9064,6.592,113.4437,-37.5492,175.2622,26.9,0,4.125
557557,25.98,101222.8594,-4374.9722,-0.9022,-9.8459,2.3536,-17.2727,-55.4545,-11.7347,1.636,-0.4238,1.8454,-76.5561,5.0929,117.5111,-37.5492,175.2622,26.9,0.01,4.125
558558,25.98,101216.3828,-4374.3789,-0.863,-9.4928,2.3536,-17,-55.6364,-12.551,0.8134,-1.5169,1.5449,-76.0752,5.0426,115.9663,-37.5492,175.2622,26.9,0.03,4.1379
559559,25.98,101216.1016,-4374.3535,-0.7061,-9.689,2.3928,-17.0909,-55.2727,-11.1224,0.6045,-1.9035,1.5861,-76.1276,4.0469,119.2151,-37.5492,175.2622,26.9,0.01,4.1379
560560,25.99,101221.7813,-4374.8735,-0.8238,-9.6105,2.3536,-17,-55.1818,-11.6327,-0.046,-2.999,1.8587,-76.2392,4.7591,117.5173,-37.5492,175.2622,26.9,0.01,4.1314
561561,26.01,101217.875,-4374.5161,-0.7845,-8.5514,2.5105,-17.1818,-55.3636,-11.4286,-0.7718,-4.0841,2.6519,-73.6389,5.0307,115.6242,-37.5492,175.2622,26.9,0.01,4.1186
562562,26.01,101218.0313,-4374.5303,-0.9414,-9.4928,2.3536,-17.1818,-54.9091,-11.5306,-1.4962,4.9216,0.5936,-76.0752,5.4983,116.6763,-37.5492,175.2622,26.9,0.03,4.1379
563563,26.01,101221.375,-4374.8369,-0.7845,-9.4928,2.2751,-17.1818,-55.6364,-12.2449,-2.2049,3.8179,1.4381,-76.5222,4.5949,117.6302,-37.5492,175.2622,26.9,0.02,4.1186
564564,26.02,101220.4219,-4374.749,-0.8238,-9.6497,2.432,-17.1818,-54.9091,-11.4286,-2.8857,2.7519,1.6154,-75.8542,4.732,117.8791,-37.5492,175.2622,26.9,0.01,4.1314
565565,26.02,101214.7734,-4374.2314,-1.2553,-9.3359,2.0006,-16.9091,-55.6364,-12.0408,-3.5216,1.7361,1.7515,-77.9052,7.4897,113.1174,-37.5492,175.2622,26.9,0.01,4.1314
566566,26.04,101224.1719,-4375.0928,-0.4707,-9.7282,2.4713,-17.2727,-55.5455,-12.551,-4.2574,0.9748,1.3847,-75.7465,2.6851,119.9292,-37.5492,175.2622,26.8,0.02,4.125
567567,26.04,101219.7031,-4374.6831,-0.9807,-9.8459,2.2751,-17.0909,-55,-11.4286,-4.8889,-0.1197,1.8566,-76.9887,5.5429,117.1939,-37.5492,175.2622,26.8,0.02,4.125
568568,26.05,101221.7109,-4374.8672,-0.8238,-9.6105,2.3928,-17.1818,-55.5455,-12.8571,0.0958,-0.5615,2.1122,-76.0188,4.7546,116.5019,-37.5492,175.2622,26.8,0.02,4.1314
569569,26.05,101214.3984,-4374.1978,-0.5492,-9.4928,2.3536,-17.0909,-55.4545,-12.3469,3.9929,-1.7358,2.8178,-76.0752,3.2138,119.2983,-37.5492,175.2622,26.8,0.03,4.1314
570570,26.06,101220.9375,-4374.7964,-0.9414,-9.5713,2.2751,-17.2727,-55.7273,-12.449,3.2924,-2.8414,2.9914,-76.6287,5.4662,116.205,-37.5492,175.2622,26.8,0.01,4.125
571571,26.06,101223.6094,-4375.041,-0.8238,-9.7674,2.4713,-17.1818,-55.2727,-12.551,2.6206,-3.8686,3.12,-75.8014,4.6742,116.8254,-37.5492,175.2622,26.8,0.03,4.1186
572572,26.06,101218.9688,-4374.6162,-0.7453,-9.4928,2.3928,-17.2727,-55.3636,-12.2449,1.8538,4.9251,3.2118,-75.8524,4.3536,117.7647,-37.5492,175.2622,26.8,0.02,4.1314
573573,26.07,101220.1406,-4374.7236,-0.7453,-9.5321,2.4713,-17.0909,-55.6364,-12.3469,1.1622,3.812,3.8723,-75.4655,4.3283,117.013,-37.5492,175.2622,26.8,0.03,4.125
574574,26.08,101223.1953,-4375.0029,-0.8238,-9.4536,2.2751,-17.2727,-55.7273,-12.2449,-4.1433,2.7187,3.541,-76.4683,4.8424,117.3083,-37.5492,175.2622,26.8,0.02,4.125
575575,26.08,101219.875,-4374.6992,-0.7845,-9.5321,2.5105,-17.2727,-55.1818,-12.3469,-0.1384,1.5901,4.0145,-75.2448,4.5506,116.9815,-37.5492,175.2622,26.8,0.02,4.1379
576576,26.1,101222.625,-4374.9512,-0.8238,-9.5321,2.4713,-16.9091,-55.3636,-12.2449,-0.8636,0.4736,4.1075,-75.4655,4.7819,116.1456,-37.5492,175.2622,26.8,0.01,4.1379
577577,26.1,101221.4531,-4374.8433,-0.7453,-9.4144,2.0398,-17.4545,-55.1818,-12.449,-1.5849,-0.626,4.685,-77.7749,4.4242,119.4108,-37.5492,175.2622,26.8,0.01,4.1314
578578,26.1,101219.6328,-4374.6768,-1.0591,-9.5713,2.4713,-17.3636,-55.3636,-12.3469,-2.1799,-1.5307,-4.6447,-75.5226,6.1155,114.7334,-37.5492,175.2622,26.8,0.02,4.1186
579579,26.11,101220.5313,-4374.7593,-0.8238,-9.5321,2.2359,-17.3636,-55.0909,-12.0408,-3.0563,-1.8103,-4.2753,-76.7989,4.8093,118.2087,-37.5492,175.2622,26.8,0,4.1314
580580,26.11,101220.5391,-4374.7598,-0.7845,-9.4928,2.3536,-17.3636,-55.3636,-12.1429,-3.7826,-2.9589,-3.7968,-76.0752,4.5862,117.8114,-37.5492,175.2622,26.8,0.02,4.1379
581581,26.12,101222.7188,-4374.9595,-0.7453,-9.5321,2.3928,-16.9091,-55.5455,-12.3469,-4.4848,-4.0317,-3.711,-75.9083,4.3368,117.0384,-37.5492,175.2622,26.8,0,4.1314
582582,26.12,101220.7188,-4374.7769,-0.7845,-9.4928,2.432,-17,-54.7273,-11.3265,4.8086,4.9947,-3.8486,-75.63,4.5773,117.7876,-37.5492,175.2622,26.8,0.01,4.125
583583,26.13,101221.7813,-4374.8735,-0.8238,-9.4928,2.3928,-17,-55.0909,-12.449,4.0742,3.8605,-3.4233,-75.8524,4.8098,116.4711,-37.5492,175.2622,26.8,0.01,4.1314
584584,26.12,101215.8984,-4374.3354,-0.8238,-9.5321,2.3144,-17.4545,-55.0909,-12.449,3.4199,2.8062,-3.2655,-76.3528,4.8004,117.6702,-37.5492,175.2622,26.8,0.01,4.1379
585585,26.15,101223.0313,-4374.9878,-0.7845,-9.4928,2.3928,-17.1818,-55.1818,-11.5306,2.6971,1.7121,-3.1397,-75.8524,4.5818,117.9298,-37.5492,175.2622,26.8,0.01,4.1186
